dataset_id,openml_did,name,n_instances,n_features,n_classes,n_missing_values,missing_value_fraction,n_numerical_features,n_categorical_features,class_balance_ratio,openml_version,class_count_bin,size_bin,balance_bin,stratum
1063,1063,kc2,522.0,22.0,2.0,0.0,0.0,,,0.25783132530120484,1,binary,small,imbalanced,binary_small_imbalanced
41701,41701,CPMP-2015-classification,527.0,27.0,4.0,0.0,0.0,,,0.375,1,3-4,small,imbalanced,3-4_small_imbalanced
940,940,water-treatment,527.0,37.0,2.0,542.0,0.027796297246012618,,,0.1789709172259508,2,binary,small,imbalanced,binary_small_imbalanced
41919,41919,CPMP-2015-runtime-classification,527.0,23.0,4.0,0.0,0.0,,,0.375,1,3-4,small,imbalanced,3-4_small_imbalanced
757,757,meta,528.0,22.0,2.0,504.0,0.04338842975206612,,,0.11392405063291139,2,binary,small,imbalanced,binary_small_imbalanced
45711,45711,doa_bwin,530.0,14.0,2.0,0.0,0.0,,,0.4971751412429379,3,binary,small,imbalanced,binary_small_imbalanced
45717,45717,bwin_amlb,530.0,14.0,2.0,0.0,0.0,,,0.4971751412429379,1,binary,small,imbalanced,binary_small_imbalanced
954,954,spectrometer,531.0,102.0,2.0,0.0,0.0,,,0.11554621848739496,2,binary,small,imbalanced,binary_small_imbalanced
1467,1467,climate-model-simulation-crashes,540.0,21.0,2.0,0.0,0.0,,,0.0931174089068826,1,binary,small,imbalanced,binary_small_imbalanced
45705,45705,cylinder-bands,540.0,38.0,2.0,999.0,0.04868421052631579,,,0.7307692307692307,4,binary,small,balanced,binary_small_balanced
45686,45686,cylinder-bands,540.0,38.0,2.0,999.0,0.04868421052631579,,,0.7307692307692307,3,binary,small,balanced,binary_small_balanced
45706,45706,cylinder-bands,540.0,38.0,2.0,999.0,0.04868421052631579,,,0.7307692307692307,5,binary,small,balanced,binary_small_balanced
6332,6332,cylinder-bands,540.0,40.0,2.0,999.0,0.04625,,,0.7307692307692307,2,binary,small,balanced,binary_small_balanced
46879,46879,mental_health_detection,540.0,15.0,4.0,0.0,0.0,,,0.6781609195402298,2,3-4,small,balanced,3-4_small_balanced
46761,46761,mental_health_detection,540.0,16.0,10.0,0.0,0.0,,,0.006369426751592357,1,8-10,small,imbalanced,8-10_small_imbalanced
45707,45707,cylinder-bands,540.0,38.0,2.0,999.0,0.04868421052631579,,,0.7307692307692307,6,binary,small,balanced,binary_small_balanced
40994,40994,climate-model-simulation-crashes,540.0,21.0,2.0,0.0,0.0,,,0.0931174089068826,4,binary,small,imbalanced,binary_small_imbalanced
1510,1510,wdbc,569.0,31.0,2.0,0.0,0.0,,,0.5938375350140056,1,binary,small,balanced,binary_small_balanced
826,826,sensory,576.0,12.0,2.0,0.0,0.0,,,0.7091988130563798,2,binary,small,balanced,binary_small_balanced
1480,1480,ilpd,583.0,11.0,2.0,0.0,0.0,,,0.4014423076923077,1,binary,small,imbalanced,binary_small_imbalanced
41945,41945,ilpd-numeric,583.0,11.0,2.0,0.0,0.0,,,0.4014423076923077,2,binary,small,imbalanced,binary_small_imbalanced
377,377,synthetic_control,600.0,61.0,6.0,0.0,0.0,,,1.0,1,5-7,small,balanced,5-7_small_balanced
1004,1004,synthetic_control,600.0,61.0,2.0,0.0,0.0,,,0.2,2,binary,small,imbalanced,binary_small_imbalanced
43595,43595,Loan-Predication,614.0,12.0,2.0,149.0,0.02022258414766558,,,0.4549763033175355,1,binary,small,imbalanced,binary_small_imbalanced
46593,46593,HCV_data,615.0,13.0,5.0,31.0,0.0038774233896185116,,,0.013133208255159476,1,5-7,small,imbalanced,5-7_small_imbalanced
46831,46831,HCV_data,615.0,13.0,5.0,31.0,0.0038774233896185116,,,0.013133208255159476,2,5-7,small,imbalanced,5-7_small_imbalanced
45063,45063,credit-approval,653.0,16.0,2.0,0.0,0.0,,,0.8291316526610645,2,binary,small,balanced,binary_small_balanced
1443,1443,PizzaCutter1,661.0,38.0,2.0,0.0,0.0,,,0.08538587848932677,1,binary,small,imbalanced,binary_small_imbalanced
46584,46584,Student_Performance_on_an_Entrance_Examination,666.0,12.0,4.0,0.0,0.0,,,0.48095238095238096,1,3-4,small,imbalanced,3-4_small_imbalanced
46838,46838,Student_Performance_on_an_Entrance_Examination,666.0,12.0,4.0,0.0,0.0,,,0.48095238095238096,2,3-4,small,imbalanced,3-4_small_imbalanced
46839,46839,Student_Performance_on_an_Entrance_Examination,666.0,12.0,4.0,0.0,0.0,,,0.48095238095238096,3,3-4,small,imbalanced,3-4_small_imbalanced
44487,44487,Australian_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,690.0,15.0,2.0,0.0,0.0,,,0.8015665796344648,1,binary,small,balanced,binary_small_balanced
44155,44155,credit-approval_reproduced,690.0,16.0,2.0,67.0,0.006068840579710145,,,0.8015665796344648,1,binary,small,balanced,binary_small_balanced
46377,46377,credit-approval,690.0,16.0,2.0,55.0,0.004981884057971014,,,0.8015665796344648,3,binary,small,balanced,binary_small_balanced
46545,46545,dataset_credit-approval,690.0,16.0,2.0,25.0,0.0022644927536231885,,,0.8015665796344648,2,binary,small,balanced,binary_small_balanced
40981,40981,Australian,690.0,15.0,2.0,0.0,0.0,,,0.8015665796344648,4,binary,small,balanced,binary_small_balanced
44483,44483,Australian_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,690.0,15.0,2.0,0.0,0.0,,,0.8015665796344648,1,binary,small,balanced,binary_small_balanced
44485,44485,Australian_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,690.0,15.0,2.0,0.0,0.0,,,0.8015665796344648,1,binary,small,balanced,binary_small_balanced
44486,44486,Australian_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,690.0,15.0,2.0,0.0,0.0,,,0.8015665796344648,1,binary,small,balanced,binary_small_balanced
44484,44484,Australian_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,690.0,15.0,2.0,0.0,0.0,,,0.8015665796344648,1,binary,small,balanced,binary_small_balanced
46535,46535,dataset_credit-approval,690.0,16.0,2.0,25.0,0.0022644927536231885,,,0.8015665796344648,1,binary,small,balanced,binary_small_balanced
29,29,credit-approval,690.0,16.0,2.0,67.0,0.006068840579710145,,,0.8015665796344648,1,binary,small,balanced,binary_small_balanced
1553,1553,autoUniv-au7-700,700.0,13.0,3.0,0.0,0.0,,,0.8734693877551021,1,3-4,small,balanced,3-4_small_balanced
1451,1451,PieChart1,705.0,38.0,2.0,0.0,0.0,,,0.09472049689440994,1,binary,small,imbalanced,binary_small_imbalanced
45712,45712,doa_bwin_balanced,708.0,14.0,2.0,0.0,0.0,,,1.0,1,binary,small,balanced,binary_small_balanced
46382,46382,company_quality_and_valuation_finance,719.0,11.0,6.0,0.0,0.0,,,0.25287356321839083,1,5-7,small,imbalanced,5-7_small_imbalanced
46505,46505,total_score,719.0,11.0,4.0,0.0,0.0,,,0.10551558752997602,1,3-4,small,imbalanced,3-4_small_imbalanced
43924,43924,eucalyptus,736.0,20.0,5.0,0.0,0.0,,,0.49065420560747663,3,5-7,small,imbalanced,5-7_small_imbalanced
44589,44589,eucalyptus_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,736.0,20.0,5.0,448.0,0.030434782608695653,,,0.49065420560747663,1,5-7,small,imbalanced,5-7_small_imbalanced
44592,44592,eucalyptus_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,736.0,20.0,5.0,448.0,0.030434782608695653,,,0.49065420560747663,1,5-7,small,imbalanced,5-7_small_imbalanced
188,188,eucalyptus,736.0,20.0,5.0,448.0,0.030434782608695653,,,0.49065420560747663,1,5-7,small,imbalanced,5-7_small_imbalanced
44591,44591,eucalyptus_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,736.0,20.0,5.0,448.0,0.030434782608695653,,,0.49065420560747663,1,5-7,small,imbalanced,5-7_small_imbalanced
44590,44590,eucalyptus_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,736.0,20.0,5.0,448.0,0.030434782608695653,,,0.49065420560747663,1,5-7,small,imbalanced,5-7_small_imbalanced
990,990,eucalyptus,736.0,20.0,2.0,448.0,0.030434782608695653,,,0.4099616858237548,2,binary,small,imbalanced,binary_small_imbalanced
44588,44588,eucalyptus_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,736.0,20.0,5.0,448.0,0.030434782608695653,,,0.49065420560747663,1,5-7,small,imbalanced,5-7_small_imbalanced
1452,1452,PieChart2,745.0,37.0,2.0,0.0,0.0,,,0.02194787379972565,1,binary,small,imbalanced,binary_small_imbalanced
1549,1549,autoUniv-au6-750,750.0,41.0,8.0,0.0,0.0,,,0.34545454545454546,1,8-10,small,imbalanced,8-10_small_imbalanced
46921,46921,diabetes,768.0,9.0,2.0,0.0,0.0,,,0.536,7,binary,small,balanced,binary_small_balanced
46827,46827,QSAR_Bioconcentration_classification,779.0,13.0,3.0,0.0,0.0,,,0.1391304347826087,2,3-4,small,imbalanced,3-4_small_imbalanced
47000,47000,QSAR_Bioconcentration_classification,779.0,13.0,3.0,0.0,0.0,,,0.1391304347826087,3,3-4,small,imbalanced,3-4_small_imbalanced
46846,46846,glioma_grading_clinical_and_mutation_features,839.0,24.0,2.0,0.0,0.0,,,0.7227926078028748,2,binary,small,balanced,binary_small_balanced
970,970,analcatdata_authorship,841.0,71.0,2.0,0.0,0.0,,,0.6049618320610687,2,binary,small,balanced,binary_small_balanced
458,458,analcatdata_authorship,841.0,71.0,4.0,0.0,0.0,,,0.17350157728706625,1,3-4,small,imbalanced,3-4_small_imbalanced
994,994,vehicle,846.0,19.0,2.0,0.0,0.0,,,0.3471337579617834,2,binary,small,imbalanced,binary_small_imbalanced
44556,44556,vehicle_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,846.0,19.0,4.0,0.0,0.0,,,0.9128440366972477,1,3-4,small,balanced,3-4_small_balanced
44554,44554,vehicle_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,846.0,19.0,4.0,0.0,0.0,,,0.9128440366972477,1,3-4,small,balanced,3-4_small_balanced
44153,44153,vehicle_reproduced,846.0,19.0,4.0,0.0,0.0,,,0.9128440366972477,1,3-4,small,balanced,3-4_small_balanced
44553,44553,vehicle_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,846.0,19.0,4.0,0.0,0.0,,,0.9128440366972477,1,3-4,small,balanced,3-4_small_balanced
44555,44555,vehicle_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,846.0,19.0,4.0,0.0,0.0,,,0.9128440366972477,1,3-4,small,balanced,3-4_small_balanced
44557,44557,vehicle_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,846.0,19.0,4.0,0.0,0.0,,,0.9128440366972477,1,3-4,small,balanced,3-4_small_balanced
44257,44257,anneal,898.0,39.0,2.0,0.0,0.0,,,0.8477366255144033,7,binary,small,balanced,binary_small_balanced
43942,43942,anneal,898.0,39.0,2.0,0.0,0.0,,,0.8477366255144033,6,binary,small,balanced,binary_small_balanced
44259,44259,anneal,898.0,39.0,2.0,0.0,0.0,,,0.8477366255144033,9,binary,small,balanced,binary_small_balanced
1,1,anneal,898.0,39.0,5.0,0.0,0.0,,,0.011695906432748537,2,5-7,small,imbalanced,5-7_small_imbalanced
44263,44263,anneal,898.0,39.0,2.0,0.0,0.0,,,0.8477366255144033,13,binary,small,balanced,binary_small_balanced
44261,44261,anneal,898.0,39.0,2.0,0.0,0.0,,,0.8477366255144033,11,binary,small,balanced,binary_small_balanced
44268,44268,anneal,898.0,39.0,2.0,0.0,0.0,,,0.8477366255144033,17,binary,small,balanced,binary_small_balanced
44262,44262,anneal,898.0,39.0,2.0,0.0,0.0,,,0.8477366255144033,12,binary,small,balanced,binary_small_balanced
44265,44265,anneal,898.0,39.0,2.0,0.0,0.0,,,0.8477366255144033,15,binary,small,balanced,binary_small_balanced
44266,44266,anneal,898.0,39.0,2.0,0.0,0.0,,,0.8477366255144033,16,binary,small,balanced,binary_small_balanced
43941,43941,anneal,898.0,39.0,2.0,0.0,0.0,,,0.8477366255144033,5,binary,small,balanced,binary_small_balanced
44260,44260,anneal,898.0,39.0,2.0,0.0,0.0,,,0.8477366255144033,10,binary,small,balanced,binary_small_balanced
44264,44264,anneal,898.0,39.0,2.0,0.0,0.0,,,0.8477366255144033,14,binary,small,balanced,binary_small_balanced
44258,44258,anneal,898.0,39.0,2.0,0.0,0.0,,,0.8477366255144033,8,binary,small,balanced,binary_small_balanced
46900,46900,TESTFORDESCRIPTION-anneal,898.0,39.0,5.0,0.0,0.0,,,0.011695906432748537,1,5-7,small,imbalanced,5-7_small_imbalanced
46906,46906,anneal,898.0,39.0,5.0,0.0,0.0,,,0.011695906432748537,18,5-7,small,imbalanced,5-7_small_imbalanced
46901,46901,TESTFORDESCRIPTION-anneal,898.0,39.0,5.0,0.0,0.0,,,0.011695906432748537,2,5-7,small,imbalanced,5-7_small_imbalanced
311,311,oil_spill,937.0,50.0,2.0,0.0,0.0,,,0.04575892857142857,1,binary,small,imbalanced,binary_small_imbalanced
841,841,stock,950.0,10.0,2.0,0.0,0.0,,,0.9467213114754098,2,binary,small,balanced,binary_small_balanced
50,50,tic-tac-toe,958.0,10.0,2.0,0.0,0.0,,,0.5303514376996805,1,binary,small,balanced,binary_small_balanced
40705,40705,tokyo1,959.0,45.0,2.0,0.0,0.0,,,0.564437194127243,1,binary,small,balanced,binary_small_balanced
40693,40693,xd6,973.0,10.0,2.0,0.0,0.0,,,0.4946236559139785,1,binary,small,imbalanced,binary_small_imbalanced
1016,1016,vowel,990.0,14.0,2.0,0.0,0.0,,,0.1,3,binary,small,imbalanced,binary_small_imbalanced
46502,46502,Credit_Approval_Classification,1000.0,51.0,2.0,0.0,0.0,,,0.42857142857142855,3,binary,small,imbalanced,binary_small_imbalanced
44096,44096,credit-g,1000.0,21.0,2.0,0.0,0.0,,,0.42857142857142855,2,binary,small,imbalanced,binary_small_imbalanced
46421,46421,German-Credit-Data-Creditability,1000.0,72.0,2.0,0.0,0.0,,,0.42857142857142855,1,binary,small,imbalanced,binary_small_imbalanced
904,904,fri_c0_1000_50,1000.0,51.0,2.0,0.0,0.0,,,0.9607843137254902,2,binary,small,balanced,binary_small_balanced
903,903,fri_c2_1000_25,1000.0,26.0,2.0,0.0,0.0,,,0.7761989342806395,2,binary,small,balanced,binary_small_balanced
910,910,fri_c1_1000_10,1000.0,11.0,2.0,0.0,0.0,,,0.7730496453900709,2,binary,small,balanced,binary_small_balanced
866,866,fri_c2_1000_50,1000.0,51.0,2.0,0.0,0.0,,,0.718213058419244,2,binary,small,balanced,binary_small_balanced
46378,46378,credit-g,1000.0,21.0,2.0,0.0,0.0,,,0.42857142857142855,4,binary,small,imbalanced,binary_small_imbalanced
46416,46416,Creditability-German-Credit-Data,1000.0,21.0,2.0,0.0,0.0,,,0.42857142857142855,1,binary,small,imbalanced,binary_small_imbalanced
43097,43097,students_scores,1000.0,8.0,2.0,0.0,0.0,,,0.9305019305019305,1,binary,small,balanced,binary_small_balanced
797,797,fri_c4_1000_50,1000.0,51.0,2.0,0.0,0.0,,,0.7857142857142857,2,binary,small,balanced,binary_small_balanced
46365,46365,Credit_Approval_Classification,1000.0,21.0,2.0,0.0,0.0,,,0.42857142857142855,1,binary,small,imbalanced,binary_small_imbalanced
46562,46562,German-Credit-Data-Creditability-Preprocessed-Dataset,1000.0,34.0,2.0,0.0,0.0,,,0.42857142857142855,1,binary,small,imbalanced,binary_small_imbalanced
46503,46503,Credit_Approval_Classification,1000.0,51.0,2.0,0.0,0.0,,,0.42857142857142855,4,binary,small,imbalanced,binary_small_imbalanced
46482,46482,German-Credit-Data-Creditability-2,1000.0,21.0,2.0,0.0,0.0,,,0.42857142857142855,1,binary,small,imbalanced,binary_small_imbalanced
849,849,fri_c0_1000_25,1000.0,26.0,2.0,0.0,0.0,,,0.9880715705765407,2,binary,small,balanced,binary_small_balanced
806,806,fri_c3_1000_50,1000.0,51.0,2.0,0.0,0.0,,,0.8018018018018018,2,binary,small,balanced,binary_small_balanced
837,837,fri_c1_1000_50,1000.0,51.0,2.0,0.0,0.0,,,0.8281535648994516,2,binary,small,balanced,binary_small_balanced
845,845,fri_c0_1000_10,1000.0,11.0,2.0,0.0,0.0,,,0.9646365422396856,2,binary,small,balanced,binary_small_balanced
44097,44097,credit-g_copy,1000.0,21.0,2.0,0.0,0.0,,,0.42857142857142855,1,binary,small,imbalanced,binary_small_imbalanced
44098,44098,credit-g_reproduced_1,1000.0,21.0,2.0,0.0,0.0,,,0.42857142857142855,1,binary,small,imbalanced,binary_small_imbalanced
44498,44498,credit-g_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1000.0,21.0,2.0,0.0,0.0,,,0.42857142857142855,1,binary,small,imbalanced,binary_small_imbalanced
46532,46532,dataset_credit-g,1000.0,21.0,2.0,0.0,0.0,,,0.42857142857142855,1,binary,small,imbalanced,binary_small_imbalanced
1547,1547,autoUniv-au1-1000,1000.0,21.0,2.0,0.0,0.0,,,0.349527665317139,1,binary,small,imbalanced,binary_small_imbalanced
44502,44502,credit-g_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1000.0,21.0,2.0,0.0,0.0,,,0.42857142857142855,1,binary,small,imbalanced,binary_small_imbalanced
44501,44501,credit-g_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1000.0,21.0,2.0,0.0,0.0,,,0.42857142857142855,1,binary,small,imbalanced,binary_small_imbalanced
44500,44500,credit-g_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1000.0,21.0,2.0,0.0,0.0,,,0.42857142857142855,1,binary,small,imbalanced,binary_small_imbalanced
917,917,fri_c1_1000_25,1000.0,26.0,2.0,0.0,0.0,,,0.8315018315018315,2,binary,small,balanced,binary_small_balanced
43098,43098,students_scores,1000.0,8.0,2.0,0.0,0.0,,,0.9305019305019305,2,binary,small,balanced,binary_small_balanced
913,913,fri_c2_1000_10,1000.0,11.0,2.0,0.0,0.0,,,0.7241379310344828,2,binary,small,balanced,binary_small_balanced
46540,46540,dataset_credit-g,1000.0,21.0,2.0,0.0,0.0,,,0.42857142857142855,2,binary,small,imbalanced,binary_small_imbalanced
718,718,fri_c4_1000_100,1000.0,101.0,2.0,0.0,0.0,,,0.7730496453900709,2,binary,small,balanced,binary_small_balanced
1555,1555,autoUniv-au6-1000,1000.0,41.0,8.0,0.0,0.0,,,0.37083333333333335,1,8-10,small,imbalanced,8-10_small_imbalanced
44499,44499,credit-g_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1000.0,21.0,2.0,0.0,0.0,,,0.42857142857142855,1,binary,small,imbalanced,binary_small_imbalanced
45748,45748,StudentsPerformance,1000.0,8.0,2.0,0.0,0.0,,,0.9305019305019305,2,binary,small,balanced,binary_small_balanced
31,31,credit-g,1000.0,21.0,2.0,0.0,0.0,,,0.42857142857142855,1,binary,small,imbalanced,binary_small_imbalanced
751,751,fri_c4_1000_10,1000.0,11.0,2.0,0.0,0.0,,,0.7857142857142857,2,binary,small,balanced,binary_small_balanced
45058,45058,credit-g,1000.0,21.0,2.0,0.0,0.0,,,0.42857142857142855,3,binary,small,imbalanced,binary_small_imbalanced
740,740,fri_c3_1000_10,1000.0,11.0,2.0,0.0,0.0,,,0.7857142857142857,2,binary,small,balanced,binary_small_balanced
715,715,fri_c3_1000_25,1000.0,26.0,2.0,0.0,0.0,,,0.7953321364452424,2,binary,small,balanced,binary_small_balanced
723,723,fri_c4_1000_25,1000.0,26.0,2.0,0.0,0.0,,,0.8281535648994516,2,binary,small,balanced,binary_small_balanced
46918,46918,credit-g,1000.0,21.0,2.0,0.0,0.0,,,0.42857142857142855,5,binary,small,imbalanced,binary_small_imbalanced
46542,46542,dataset_credit-g,1000.0,21.0,2.0,0.0,0.0,,,0.42857142857142855,3,binary,small,imbalanced,binary_small_imbalanced
43255,43255,1StudentPerfromance,1000.0,8.0,2.0,0.0,0.0,,,0.9305019305019305,1,binary,small,balanced,binary_small_balanced
1444,1444,PizzaCutter3,1043.0,38.0,2.0,0.0,0.0,,,0.13864628820960698,1,binary,medium,imbalanced,binary_medium_imbalanced
46952,46952,qsar-biodeg,1054.0,42.0,2.0,0.0,0.0,,,0.5078683834048641,2,binary,medium,balanced,binary_medium_balanced
44600,44600,qsar-biodeg_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1055.0,42.0,2.0,0.0,0.0,,,0.5092989985693849,1,binary,medium,balanced,binary_medium_balanced
44599,44599,qsar-biodeg_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1055.0,42.0,2.0,0.0,0.0,,,0.5092989985693849,1,binary,medium,balanced,binary_medium_balanced
45077,45077,qsar,1055.0,41.0,2.0,0.0,0.0,,,0.5092989985693849,1,binary,medium,balanced,binary_medium_balanced
1494,1494,qsar-biodeg,1055.0,42.0,2.0,0.0,0.0,,,0.5092989985693849,1,binary,medium,balanced,binary_medium_balanced
44602,44602,qsar-biodeg_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1055.0,42.0,2.0,0.0,0.0,,,0.5092989985693849,1,binary,medium,balanced,binary_medium_balanced
44601,44601,qsar-biodeg_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1055.0,42.0,2.0,0.0,0.0,,,0.5092989985693849,1,binary,medium,balanced,binary_medium_balanced
44598,44598,qsar-biodeg_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1055.0,42.0,2.0,0.0,0.0,,,0.5092989985693849,1,binary,medium,balanced,binary_medium_balanced
46183,46183,Flare,1066.0,12.0,6.0,0.0,0.0,,,0.1299093655589124,10,5-7,medium,imbalanced,5-7_medium_imbalanced
46178,46178,Flare,1066.0,12.0,6.0,0.0,0.0,,,0.1299093655589124,5,5-7,medium,imbalanced,5-7_medium_imbalanced
46179,46179,Flare,1066.0,12.0,6.0,0.0,0.0,,,0.1299093655589124,6,5-7,medium,imbalanced,5-7_medium_imbalanced
46184,46184,Flare,1066.0,12.0,6.0,0.0,0.0,,,0.1299093655589124,11,5-7,medium,imbalanced,5-7_medium_imbalanced
46176,46176,Flare,1066.0,12.0,6.0,0.0,0.0,,,0.1299093655589124,3,5-7,medium,imbalanced,5-7_medium_imbalanced
40702,40702,solar-flare,1066.0,11.0,2.0,0.0,0.0,,,0.20588235294117646,5,binary,medium,imbalanced,binary_medium_imbalanced
46181,46181,Flare,1066.0,12.0,6.0,0.0,0.0,,,0.1299093655589124,8,5-7,medium,imbalanced,5-7_medium_imbalanced
46182,46182,Flare,1066.0,12.0,6.0,0.0,0.0,,,0.1299093655589124,9,5-7,medium,imbalanced,5-7_medium_imbalanced
46180,46180,Flare,1066.0,12.0,6.0,0.0,0.0,,,0.1299093655589124,7,5-7,medium,imbalanced,5-7_medium_imbalanced
46174,46174,Flare,1066.0,12.0,6.0,0.0,0.0,,,0.1299093655589124,1,5-7,medium,imbalanced,5-7_medium_imbalanced
46175,46175,Flare,1066.0,12.0,6.0,0.0,0.0,,,0.1299093655589124,2,5-7,medium,imbalanced,5-7_medium_imbalanced
40687,40687,solar-flare,1066.0,13.0,6.0,0.0,0.0,,,0.1299093655589124,4,5-7,medium,imbalanced,5-7_medium_imbalanced
46177,46177,Flare,1066.0,12.0,6.0,0.0,0.0,,,0.1299093655589124,4,5-7,medium,imbalanced,5-7_medium_imbalanced
1453,1453,PieChart3,1077.0,38.0,2.0,0.0,0.0,,,0.1420996818663839,1,binary,medium,imbalanced,binary_medium_imbalanced
44605,44605,cnae-9_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1080.0,101.0,9.0,0.0,0.0,,,1.0,1,8-10,medium,balanced,8-10_medium_balanced
44606,44606,cnae-9_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1080.0,101.0,9.0,0.0,0.0,,,1.0,1,8-10,medium,balanced,8-10_medium_balanced
44603,44603,cnae-9_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1080.0,101.0,9.0,0.0,0.0,,,1.0,1,8-10,medium,balanced,8-10_medium_balanced
44607,44607,cnae-9_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1080.0,101.0,9.0,0.0,0.0,,,1.0,1,8-10,medium,balanced,8-10_medium_balanced
44604,44604,cnae-9_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1080.0,101.0,9.0,0.0,0.0,,,1.0,1,8-10,medium,balanced,8-10_medium_balanced
46788,46788,mice,1095.0,82.0,8.0,1906.0,0.021227308163492595,,,0.7,2,8-10,medium,balanced,8-10_medium_balanced
1552,1552,autoUniv-au7-1100,1100.0,13.0,5.0,0.0,0.0,,,0.5016393442622951,1,5-7,medium,balanced,5-7_medium_balanced
1068,1068,pc1,1109.0,22.0,2.0,0.0,0.0,,,0.07461240310077519,1,binary,medium,imbalanced,binary_medium_imbalanced
46270,46270,mabbob_ela_as_5d_classify,1120.0,46.0,4.0,0.0,0.0,,,0.016282225237449117,1,3-4,medium,imbalanced,3-4_medium_imbalanced
46264,46264,mabbob_ela_as_2d_classify,1120.0,46.0,5.0,0.0,0.0,,,0.027439024390243903,1,5-7,medium,imbalanced,5-7_medium_imbalanced
40706,40706,parity5_plus_5,1124.0,11.0,2.0,0.0,0.0,,,0.982363315696649,1,binary,medium,balanced,binary_medium_balanced
46422,46422,Credit-Risk-Classification-Dataset,1125.0,43.0,2.0,149.0,0.0030801033591731264,,,0.25,1,binary,medium,imbalanced,binary_medium_imbalanced
488,488,colleges_aaup,1161.0,15.0,4.0,256.0,0.014699971289118575,,,0.0016207455429497568,1,3-4,medium,imbalanced,3-4_medium_imbalanced
897,897,colleges_aaup,1161.0,16.0,2.0,256.0,0.013781223083548665,,,0.4280442804428044,2,binary,medium,imbalanced,binary_medium_imbalanced
1566,1566,hill-valley,1212.0,101.0,2.0,0.0,0.0,,,0.9803921568627451,2,binary,medium,balanced,binary_medium_balanced
1479,1479,hill-valley,1212.0,101.0,2.0,0.0,0.0,,,1.0,1,binary,medium,balanced,binary_medium_balanced
40680,40680,mofn-3-7-10,1324.0,11.0,2.0,0.0,0.0,,,0.28294573643410853,1,binary,medium,imbalanced,binary_medium_imbalanced
966,966,analcatdata_halloffame,1340.0,17.0,2.0,20.0,0.000877963125548727,,,0.102880658436214,2,binary,medium,imbalanced,binary_medium_imbalanced
185,185,baseball,1340.0,17.0,3.0,20.0,0.000877963125548727,,,0.04691358024691358,1,3-4,medium,imbalanced,3-4_medium_imbalanced
454,454,analcatdata_halloffame,1340.0,17.0,3.0,20.0,0.000877963125548727,,,0.04691358024691358,1,3-4,medium,imbalanced,3-4_medium_imbalanced
46963,46963,website_phishing,1353.0,10.0,3.0,0.0,0.0,,,0.1467236467236467,1,3-4,medium,imbalanced,3-4_medium_imbalanced
46851,46851,hepatitis_c_virus_hcv_for_egyptian_patients,1385.0,29.0,4.0,0.0,0.0,,,0.9171270718232044,3,3-4,medium,balanced,3-4_medium_balanced
46850,46850,hepatitis_c_virus_hcv_for_egyptian_patients,1385.0,29.0,4.0,0.0,0.0,,,0.9171270718232044,2,3-4,medium,balanced,3-4_medium_balanced
46876,46876,depression_2020,1429.0,21.0,2.0,20.0,0.0006664667266486721,,,0.1998320738874895,2,binary,medium,imbalanced,binary_medium_imbalanced
44608,44608,pc4_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1458.0,38.0,2.0,0.0,0.0,,,0.1390625,1,binary,medium,imbalanced,binary_medium_imbalanced
44611,44611,pc4_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1458.0,38.0,2.0,0.0,0.0,,,0.1390625,1,binary,medium,imbalanced,binary_medium_imbalanced
